"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66"
"2012-09";"98028,316";"2971939,495";"1,191";"6797,2";"670477,662";"353086,266";"152046,26";"109761,8";"25794";"332762,6";"1650725,788";"1642263,934";"2276835,105";"1288158,955";"5091397,022";"5195286,588";"4308521,726";"7117073,263";"776799,7";"1038,293";"943810,934";"27405,86";"47";"0";"2344,6";"1742201,736";"1751446,387";"4696279,197";"34346,69";"3272875,1";"4342868,416";"255382,465";"4598250,881";"499007,391";;;;;;;;;;;;;"202858,461";"16916,603";;;;;;"185660,427";"266906,407";;"1751446,387";"1650725,788";"499427,659";;;;;;;"51925,641"
"2012-10";"95733,911";"2694387,243";"1,241";"2321,6";"842913,199";"412926,233";"113673,53";"108165,2";"26737";"328052";"1834788,762";"1825187,483";"2085843,406";"1387938,364";"5436320,048";"5528277,142";"4693077,348";"7121302,172";"801695,8";"858,062";"1053386,983";"48181,99";"0";"0";"17648,9";"1913101,669";"1921771,735";"5094313,497";"33058,13";"3272875,1";"4726135,478";"272444,108";"4998579,586";"433963,645";;;;;;;;;;;;;"178546,903";"13267,04";;;;;;"185634,149";"285301,552";;"1921771,735";"1834788,762";"434305,688";;;;;;;"47010,956"
"2012-11";"98151,78";"2441931,327";"1,332";"2483,9";"802653,81";"462259,856";"134667,85";"113136,6";"25848";"252031,4";"1793081,416";"1788833,654";"1997937,887";"1247958,207";"5539955,291";"5696150,992";"4762828,049";"6803740,94";"792024,9";"885,808";"1104172,226";"21646,84";"265,3";"0";"34553,3";"1941443,711";"1953548,374";"5173805,184";"36418,806";"3272875,1";"4799246,855";"276406,549";"5075653,404";"522345,808";;;;;;;;;;;;;"218630,316";"7888,352";;;;;;"193334,506";"287580,038";;"1953548,374";"1793081,416";"522520,878";;;;;;;"44682,595"
"2012-12";"101625,177";"2200293,046";"1,236";"5727,3";"591892,275";"364199,469";"127588,76";"88162,7";"25802";"197173,7";"1400546,204";"1394786,956";"1915307,8";"1069033,672";"5392777,762";"6257330,334";"5142135,038";"6350741,393";"852977,3";"7057,817";"1308734,944";"48211,32";"3397,1";"0";"44809,2";"2252784,968";"2265187,681";"5591486,4";"41311,965";"3272875,1";"5183447,003";"306414,22";"5489861,223";"665843,934";;;;;;;;;;;;;"217955,642";"7358,949";;;;;;"200110,456";"317280,048";;"2265187,681";"1400546,204";"665923,058";;;;;;;"35729,109"
"2013-01";"99176,277";"1818028,187";"1,352";"12298,1";"771326,87";"512617,941";"104782,98";"150180,849";"26706";"183902,809";"1761815,549";"1749454,121";"2026676,788";"1185438,11";"5759112,067";"6391004,49";"5302667,008";"5911492,323";"837967,8";"1729,297";"1401451,461";"83134,582";"37,7";"0";"61861,872";"2374433,911";"2386182,712";"5787126,344";"50355,339";"3273332,1";"5353022,347";"334927,72";"5687950,067";"603878,146";;;;;;;;;;;;;"287935,371";"8218,132";;;;;;"209075,477";"349380,152";;"2386182,712";"1761815,549";"603927,362";;;;;;;"35191,368"
"2013-02";"86759,544";"1075974,541";"1,227";"1264";"846310,021";"387103,155";"47970,096";"167025,259";"23864";"86611,917";"1560148,448";"1552838,666";"1722981,969";"1267200,804";"4966722,742";"5613537,621";"4862533,107";"5595423,036";"807700,9";"168,611";"1210282,948";"140716,216";"0,19";"0";"45487,468";"2193701,201";"2204356,333";"5288161,445";"41857,033";"3273332,1";"4904390,14";"297011,761";"5201401,901";"325376,176";;;;;;;;;;;;;"233632,091";"12890,554";;;;;;"182767,678";"310318,35";;"2204356,333";"1560148,448";"325411,232";;;;;;;"25769,918"
"2013-03";"85495,898";"622824,818";"1,064";"1338,9";"830485,036";"420200,021";"26660,89";"168447,683";"26673";"31140,301";"1504945,831";"1496090,718";"1867758,359";"1115203,008";"4939319,383";"6046709,976";"5112055,439";"5500548,147";"856647";"80,752";"1379408,177";"144596,01";"343,262";"0";"227539,495";"2597685,167";"2608614,696";"5542540,432";"40593,394";"3273332,1";"5152648,833";"304395,701";"5457044,534";"504169,544";;;;;;;;;;;;;"342661,487";"25293,994";;;;;;"184562,29";"318550,714";;"2608614,696";"1504945,831";"504221,097";;;;;;;"32658,799"
"2013-04";"79313,92";"572573,323";"1,106";"11133";"559272,738";"543750,739";"91976,59";"137818,813";"22150";"37172,487";"1403274,367";"1396007,559";"2362417,371";"1127091,208";"5041641,436";"5380809,668";"4517520,199";"5584817,89";"554204,3";"9644,045";"883419,474";"65452,412";"3152,564";"12";"223876,367";"1732303,558";"1739761,162";"4886540,619";"30994,172";"3273332,1";"4548514,371";"258712,328";"4807226,699";"494269,049";;;;;;;;;;;;;"212850,694";"32505,482";;;;;;"167274,109";"272087,587";;"1739761,162";"1403274,367";"494529,79";;;;;;;"49572,314"
"2013-05";"77231,471";"601132,65";"1,108";"37750,8";"525298,571";"888297,671";"119667,616";"136378,258";"26695";"103806,872";"1837894,788";"1829009,091";"2974026,605";"1619245,765";"5856103,118";"5094480,88";"4324595,024";"5711490,406";"426630,2";"31015,579";"453102,776";"59879,036";"3305,953";"1";"100183,747";"1064521,701";"1074118,291";"4680122,15";"16798,649";"3273332,1";"4341393,673";"261497,006";"4602890,679";"414358,73";;;;;;;;;;;;;"284116,435";"37341,074";;;;;;"153122,77";"275493,674";;"1074118,291";"1837894,788";"414535,656";;;;;;;"68894,127"
"2013-06";"67842,615";"1447499,209";"0,971";"8771,9";"403929,927";"515932,525";"136199,554";"113320,438";"24649";"195633,061";"1398436,405";"1389996,794";"2577372,193";"1375573,176";"5103522,684";"5157123,661";"4381602,452";"6013013,135";"752465,1";"16429,54";"555849,766";"69481,538";"2197,602";"0";"54207,872";"1440827,687";"1450631,418";"4717138,893";"14938,654";"3273332,1";"4396541,106";"252755,172";"4649296,278";"439984,768";;;;;;;;;;;;;"288706,057";"45126,659";;;;;;"133041,229";"265929,009";;"1450631,418";"1398436,405";"440642,557";;;;;;;"65451,307"
"2013-07";"69256,149";"1945075,25";"0,918";"999,4";"314829,588";"475573,579";"184642,164";"122047,519";"25203";"294199,009";"1417494,259";"1410689,821";"2383345,272";"1433120,695";"4882908,264";"5130944,63";"4504396,3";"6423067,238";"1016658,5";"36542,252";"555890,24";"54262,732";"29,375";"0";"441,751";"1655005,855";"1663824,85";"4857013,434";"18406,828";"3273332,1";"4522803,128";"264954,157";"4787757,285";"273931,196";;;;;;;;;;;;;"168857,882";"59434,716";;;;;;"142633,086";"278727,752";;"1663824,85";"1417494,259";"274555,815";;;;;;;"52914,759"
"2013-08";"64032,038";"2252265,701";"0,785";"1468,1";"190190,537";"314461,407";"173436,204";"61421,915";"26450";"181633,08";"949061,243";"943541,229";"1855624,736";"1152154,525";"4102359,233";"5135658,992";"4381105,889";"6547282,273";"982732,7";"129743,224";"805864,128";"39425,87";"6842,719";"0";"17004,062";"1972320,601";"1981612,703";"4725029,207";"22292,995";"3273332,1";"4403398,884";"257598,285";"4660997,169";"410629,785";;;;;;;;;;;;;"162993,852";"50872,646";;;;;;"138561,245";"269917,892";;"1981612,703";"949061,243";"410937,928";;;;;;;"40430,159"
"2013-09";"71000,743";"2359541,577";"1,054";"8118,4";"519330,622";"351320,23";"68727,812";"70605,982";"25637";"186570,544";"1230310,59";"1223861,325";"1999328,088";"1153237,454";"4543948,796";"5231165,215";"4441967,648";"6373254,032";"741676,5";"3750,226";"1028312,686";"124643,646";"2371,113";"0";"15337,291";"1907246,533";"1916091,462";"4798185,221";"26477,345";"3273332,1";"4468444,993";"258739,485";"4727184,478";"432979,994";;;;;;;;;;;;;"241485,905";"35895,326";;;;;;"149938,643";"271200,879";;"1916091,462";"1230310,59";"433425,4";;;;;;;"44513,375"
"2013-10";"75242,472";"2473578,422";"1,155";"25,4";"661769,282";"173797,278";"167594,72";"118183,933";"24577";"369897,325";"1515844,938";"1504638,766";"1944350,851";"1013746,392";"4580581,618";"5717769,823";"4839347,444";"6136396,548";"1259910,3";"3407,119";"1317281,617";"65312,572";"568,071";"59";"114,122";"2637973,571";"2646652,801";"5235911,158";"31827,63";"3273332,1";"4871175,074";"289493,612";"5160668,686";"481858,665";;;;;;;;;;;;;"228974,762";"32536,743";;;;;;"161838,666";"300958,702";;"2646652,801";"1515844,938";"482218,052";;;;;;;"44080,677"
"2013-11";"85077,655";"2249470,024";"1,403";"827,2";"739949,709";"449658,759";"89981,266";"138884,649";"25789";"196167,454";"1641258,037";"1634307,662";"2120263,955";"1118490,709";"5233037,589";"5830224,435";"4988561,383";"5863681,339";"988723,2";"11817,262";"1098866,51";"105659,172";"754,6";"0";"30541,216";"2227313,452";"2236361,96";"5402186,51";"36617,507";"3273332,1";"5025178,89";"291929,965";"5317108,855";"428037,925";;;;;;;;;;;;;"355342,002";"15759,894";;;;;;"174415,936";"303057,332";;"2236361,96";"1641258,037";"428233,207";;;;;;;"46260,138"
"2013-12";"81467,202";"1894844,5";"0,996";"0";"622241,718";"218741,7";"165844,484";"122900,235";"26666";"312237,132";"1468631,269";"1461735,315";"1574907,794";"1049660,268";"4603567,175";"6187522,198";"5191629,669";"5545689,181";"1282989,2";"9764,141";"1692328,89";"61067,542";"583,238";"0";"4628,903";"3039894,978";"3051361,914";"5626603,793";"39032,514";"3273332,1";"5230662,183";"314474,408";"5545136,591";"560918,405";;;;;;;;;;;;;"343694,393";"18982,054";;;;;;"173842,462";"325547,253";;"3051361,914";"1468631,269";"560978,701";;;;;;;"34087,748"
"2014-01";"74435,406";"1648915,584";"0,961";"33,1";"517843,592";"237283,282";"91015,46";"38260,392";"26654";"138669,048";"1049758,874";"1041875,792";"1448537,34";"904820,998";"4229981,029";"6273173,062";"5318588,226";"5230445,199";"1348383,1";"21289,624";"1558169,581";"119876,482";"0,106";"0";"42838,169";"3078044,692";"3090557,062";"5749252,864";"40948,106";"3274057,098";"5359536,332";"315281,126";"5674817,458";"523920,198";;;;;;;;;;;;;"302886,684";"18194,372";;;;;;"171457,256";"327266,759";;"3090557,062";"1049758,874";"523960,473";;;;;;;"31554,052"
"2014-02";"64578,694";"1429205,159";"0,946";"0";"712785,26";"239094,9";"57658,514";"124844,847";"23651";"14390,205";"1172424,726";"1165087,072";"1335108,325";"783427,093";"3694463,54";"5650107,458";"4812759,439";"5187359,217";"1143087,4";"1358,232";"1567851,061";"174953,41";"248,5";"2";"239245,584";"3114716,134";"3126746,187";"5193514,727";"35435,097";"3274057,098";"4848194,536";"280741,497";"5128936,033";"456592,731";;;;;;;;;;;;;"319603,48";"30800,662";;;;;;"150761,165";"290325,175";;"3126746,187";"1172424,726";"456622,152";;;;;;;"27573,578"
"2014-03";"66619,141";"1070023,036";"0,922";"167,3";"755021,802";"241077,384";"119573,618";"164495,013";"26584";"36764,019";"1343683,136";"1330924,028";"1620323,833";"1010678,321";"4097275,039";"5774327,019";"4956046,232";"5371411,792";"1268244,3";"1880,784";"1517905,295";"104856,746";"303,1";"0";"120876,581";"3002620,248";"3014066,806";"5331521,912";"31189,391";"3274057,098";"4987235,623";"277667,148";"5264902,771";"442805,107";;;;;;;;;;;;;"347086,664";"59662,329";;;;;;"153310,604";"289376,025";;"3014066,806";"1343683,136";"442947,556";;;;;;;"38374,48"
"2014-04";"62881,144";"875146,497";"0,934";"219,2";"314117,054";"250667,304";"280917,054";"95372,019";"25771";"156842,21";"1123905,841";"1118356,995";"1990286,938";"1082214,977";"4356644,75";"5266477,582";"4506805,021";"5470349,112";"1017952,9";"48254,697";"926466,978";"13188,532";"7430,34";"0";"20024,133";"2025299,891";"2033317,58";"4844429,902";"23261,644";"3274057,098";"4530066,665";"251482,093";"4781548,758";"422047,68";;;;;;;;;;;;;"269276,722";"61908,538";;;;;;"139779,007";"264117,707";;"2033317,58";"1123905,841";"422404,871";;;;;;;"56505,322"
"2014-05";"79275,752";"1073946,1";"1,022";"31615,7";"332176,29";"583168,165";"358417,732";"102213,584";"26464";"147524,507";"1581579,978";"1570287,729";"2744656,919";"1355038,913";"5626732,196";"5286989,804";"4482179,654";"5764662,822";"612476,1";"40468,009";"538199,929";"2673,694";"4676,929";"1";"38178,551";"1228030,709";"1236674,212";"4835414,39";"27162,926";"3274057,098";"4509342,58";"246796,058";"4756138,638";"451575,414";;;;;;;;;;;;;"454332,908";"72372,609";;;;;;"162148,596";"254751,234";;"1236674,212";"1581579,978";"452190,34";;;;;;;"71894,658"
"2014-06";"67149,089";"1760202,942";"0,866";"38998,8";"269289,721";"301503,378";"286700,058";"101934,637";"24899";"402471,48";"1425797,074";"1419373,549";"2332954,262";"1319209,727";"4755570,931";"5079207,538";"4282864,603";"6032697,173";"846409,2";"43090,017";"843019,068";"7241,35";"8430,92";"0";"57,235";"1738817,248";"1748247,79";"4621740,257";"20678,736";"3274057,098";"4303543,339";"251047,829";"4554591,168";"457467,281";;;;;;;;;;;;;"191958,535";"89535,276";;;;;;"142749,365";"261145,689";;"1748247,79";"1425797,074";"458075,266";;;;;;;"63116,655"
"2014-07";"66211,328";"2405454,928";"0,92";"71223,1";"81985,878";"371090,991";"155589,71";"166899,987";"26595";"456718,865";"1330103,531";"1323186,503";"2352195,593";"1454282,221";"4953498,798";"5258164,579";"4517701,566";"6244149,785";"751254,5";"167928,611";"663448,141";"48744,968";"973,889";"0";"2,212";"1624259,276";"1632352,321";"4869996,746";"18460,119";"3274057,098";"4536161,685";"267623,733";"4803785,418";"388167,833";;;;;;;;;;;;;"260423,151";"81946,443";;;;;;"141194,129";"277957,854";;"1632352,321";"1330103,531";"388856,51";;;;;;;"57796,92"
"2014-08";"74635,246";"2601171,314";"1,103";"83127,3";"161370,26";"641603,04";"252570,014";"153634,691";"26519";"386557,994";"1705382,299";"1699306,849";"2566999,178";"1639894,714";"5385267,932";"5041348,064";"4315177,666";"6292824,883";"694942,7";"170295,723";"476898,49";"13652,858";"1604,962";"0";"2481,306";"1351431,546";"1359876,039";"4668430,42";"21310,083";"3274057,098";"4336487,749";"257307,425";"4593795,174";"372917,644";;;;;;;;;;;;;"242060,821";"72333,406";;;;;;"150353,031";"267877,36";;"1359876,039";"1705382,299";"373423,876";;;;;;;"64574,448"
"2014-09";"74008,748";"2502074,564";"1,314";"33405,1";"593645,272";"453601,747";"251338,25";"161142,989";"25746";"308864,29";"1827743,648";"1815588,698";"2448847,566";"1429187,532";"5381742,026";"5199279,044";"4501993,176";"6173691,861";"798224";"31842,426";"792898,463";"6247,238";"81,152";"0";"7672,797";"1629103,913";"1636966,076";"4858870,178";"24626,027";"3274057,098";"4526619,203";"258242,227";"4784861,43";"340408,866";;;;;;;;;;;;;"297947,53";"58744,021";;;;;;"151246,612";"270922,991";;"1636966,076";"1827743,648";"340813,602";;;;;;;"64227,439"
"2014-10";"75610,671";"2391728,137";"1,158";"473";"667183,348";"249967,642";"259563,328";"162018,152";"26616";"362361,7";"1728183,17";"1722840,654";"1874432,673";"1110523,607";"4633639,584";"5720001,174";"4791390,61";"5942195,305";"1351404,5";"16616,412";"1435677,971";"7593,36";"43,117";"0";"4023,265";"2804955,952";"2815358,625";"5187325,41";"34815,556";"3274057,098";"4826206,166";"285508,573";"5111714,739";"532675,764";;;;;;;;;;;;;"267114,851";"51026,49";;;;;;"164634,687";"296961,687";;"2815358,625";"1728183,17";"532937,533";;;;;;;"46920,435"
"2014-11";"81438,005";"2241545,484";"1,32";"3041";"500846,883";"288379,591";"252526,28";"137195,087";"3946";"417299,144";"1603233,985";"1598763,772";"1941669,838";"1144327,678";"5148605,702";"5736162,002";"4799799,438";"5595468,448";"973481,5";"1907,443";"1198930,48";"10655,73";"1655,836";"0";"4922,034";"2183011,39";"2191553,023";"5203261,244";"37966,804";"3274057,098";"4837766,242";"284056,997";"5121823,239";"532900,758";;;;;;;;;;;;;"400779,567";"27357,921";;;;;;"172686,758";"294360,42";;"2191553,023";"1603233,985";"533134,683";;;;;;;"52149,957"
"2014-12";"79708,01";"1791734,318";"0,997";"2380,9";"634491,354";"260886,246";"200778,736";"127232,646";"26659";"292772,795";"1545201,677";"1539706,893";"1522606,097";"1143165,198";"4865563,012";"6146330,571";"5181104,134";"5329886,66";"1146750,6";"2969,094";"1623034,172";"37322,266";"2044,277";"0";"13886,434";"2814019,188";"2826006,843";"5605503,675";"40648,798";"3274057,098";"5221752,932";"304042,733";"5525795,665";"540826,896";;;;;;;;;;;;;"491384,094";"23347,871";;;;;;"173969,511";"314812,237";;"2826006,843";"1545201,677";"540913,933";;;;;;;"38389,338"
"2015-01";"90298,674";"1425313,581";"1,304";"43,4";"834998,763";"278811,838";"270806,03";"162976,164";"26610";"390663,873";"1964910,068";"1955206,052";"1905444,758";"1022712,422";"5260425,801";"6315410,006";"5385034,669";"5039037,922";"1250502,7";"4100,148";"1735153,025";"20148,41";"558,184";"0";"7885,629";"3010190,257";"3018348,096";"5839891,121";"38927,891";"3274057,098";"5423962,561";"325629,887";"5749592,447";"475518,885";"2264078,028";"1060857,539";"3324935,567";"398690,761";"158066,935";"95728,642";"922709,027";"1575195,365";"264895,91";"107399,836";"73738,751";"2021229,862";"542388,511";"29964,85";"5,07";"572358,431";"5924249,062";"5725,202";"5971115,278";"195288,776";"335764,151";"6502168,205";"3018348,096";"1964910,068";"475518,885";"6977687,09";"210224,711";"9,596";"51428,331";"3233,272";"358633,27";"38145,117"
"2015-02";"80730,904";"985896,97";"0,89";"0";"762888,022";"198351,743";"149287,226";"147123,286";"24017";"226013,819";"1507681,096";"1492128,754";"1236182,358";"885290,567";"4261021,924";"5709992,744";"4986000,588";"4600406,073";"1259691,8";"768,754";"1635202,807";"40824,968";"129,731";"0";"9342,092";"2941099,574";"2945960,152";"5391218,893";"32370,581";"3274057,098";"5018371,17";"292116,82";"5310487,989";"318773,851";"1475039,037";"910413,026";"2385452,063";"511810,679";"150105,177";"190905,026";"741741,301";"1594562,183";"252609,434";"100062,329";"64822,11";"2012056,056";"450535,459";"49962,324";"1,135";"500498,918";"4901213,992";"3206,955";"5542296,24";"175657,392";"302765,565";"6020719,197";"2945960,152";"1507681,096";"318773,851";"6339493,048";"202868,901";"18,515";"46816,675";"2905,343";"238856,679";"25122,459"
"2015-03";"76186,169";"675220,449";"0,899";"622,4";"816024,511";"249503,588";"89136,238";"152070,244";"26395";"179880,714";"1513632,695";"1492719,292";"1552944,71";"858766,025";"4546889,992";"5963428,512";"5157490,687";"4247053,772";"1121712,1";"3164,599";"1652541,117";"110574,702";"2834,76";"0";"25304,336";"2909257,812";"2916131,614";"5564035,386";"36043,237";"3274057,098";"5193533,924";"294315,293";"5487849,217";"399393,126";"1847176,54";"889665,694";"2736842,234";"456299,725";"182562,148";"60083,306";"789339,636";"1488284,815";"270472,613";"93882,121";"61461,048";"1914100,597";"511797,488";"75165,364";"14,432";"586977,284";"5241146,313";"3226,198";"5763018,612";"174092,965";"307140,529";"6244252,106";"2916131,614";"1513632,695";"399393,126";"6643645,232";"216148,468";"5,193";"51096,743";"3222,209";"294231,83";"30899,669"
"2015-04";"60871,868";"567578,665";"1,028";"2632,6";"769769,829";"279728,807";"161755,878";"119334,047";"24748";"333143,102";"1691112,263";"1668567,593";"2192653,646";"891770,754";"4906460,898";"5262903,56";"4552589,269";"4100968,61";"707801,4";"2451,626";"1249211,745";"64092,94";"4878,525";"0";"4747,734";"2025010,255";"2033183,97";"4897941,261";"36537,311";"3274057,098";"4589126,579";"247942,813";"4837069,393";"364962,299";"2682150,378";"944574,757";"3626725,135";"280942,339";"193504,4";"43603,096";"452053,014";"970102,849";"262020,468";"86533,106";"66021,97";"1384678,393";"526504,222";"105638,359";"6,386";"632148,967";"5645198,216";"1645,721";"5206388,101";"157057,597";"258861,926";"5622307,624";"2033183,97";"1691112,263";"364962,299";"5987269,923";"210122,039";"5,186";"48885,474";"3007,769";"489496,732";"52804,003"
"2015-05";"51351,711";"1092580,716";"1,07";"22751,9";"332567,633";"426320,952";"379196,194";"107917,389";"26489";"562866,066";"1858109,134";"1842827,408";"2896615,921";"1258882,534";"5561374,119";"5233393,237";"4420131,807";"4069191,902";"775509,1";"28238,832";"705563,499";"10839,152";"8154,573";"0";"122,84";"1514846,526";"1528427,996";"4767424,479";"39081,207";"3274057,098";"4459213,013";"256859,754";"4716072,768";"465968,758";"3557132,349";"1331562,85";"4888695,199";"40733,917";"206698,778";"53378,965";"193109,075";"493920,735";"271432,407";"87641,945";"83687,311";"936682,398";"402252,532";"92801,764";"2,039";"495056,335";"6323471,82";"3037,888";"5105350,575";"154835,664";"267635,685";"5527821,924";"1528427,996";"1858109,134";"465968,758";"5993790,682";"218364,746";"11,643";"50078,559";"2977,459";"660516,428";"72680,316"
"2015-06";"49484,119";"1783358,725";"0,974";"11486,8";"410250,445";"363649,661";"291266,254";"99854,255";"25507,4";"441583,467";"1643598,282";"1629980,743";"2624205,849";"1511948,921";"5251195,438";"5146136,097";"4418001,574";"4072984,88";"737490,4";"17129,15";"762371,774";"17634,02";"1824,742";"0";"800,772";"1524921,402";"1537250,858";"4757671,2";"35188,595";"3274057,098";"4453190,168";"254996,912";"4708187,081";"388464,897";"3203842,099";"1576033,967";"4779876,066";"28197,489";"155216,6";"50446,625";"133090,424";"366951,138";"248368,464";"80074,505";"82365,362";"777759,469";"256799,906";"113795,275";"0,098";"370595,279";"5931779,19";"3548,376";"5022036,286";"147318,451";"267612,132";"5436966,869";"1537250,858";"1643598,282";"388464,897";"5825431,766";"198776,118";"5,523";"46892,445";"2694,378";"579636,25";"64085,046"
"2015-07";"48492,856";"2262745,312";"0,768";"0";"290523,853";"328048,035";"152306,802";"125770,292";"26335,8";"411381,873";"1334366,655";"1321222,812";"1997762,114";"1442707,416";"4610663,478";"5332958,079";"4586049,057";"4167370,214";"977339,9";"54892,016";"929791,35";"86936,518";"3141,167";"0";"5,469";"2043517,413";"2052106,42";"4930067,44";"31725,329";"3274057,098";"4617774,385";"263800,198";"4881574,584";"402890,639";"2448004,859";"1492137,385";"3940142,244";"18772,592";"176596,329";"53480,938";"363982,187";"612832,046";"255643,835";"97647,126";"79081,854";"1045204,861";"244549,784";"125822,255";"8,565";"370380,604";"5360175,122";"4447,413";"5249842,658";"147592,775";"277588,815";"5675024,248";"2052106,42";"1334366,655";"402890,639";"6077914,887";"205491,198";"5,535";"47477,672";"2669,43";"450242,745";"49429,969"
"2015-08";"47013,123";"2417316,835";"0,759";"0";"337236,255";"302156,278";"269272,342";"87553,036";"26433";"444392,061";"1467042,972";"1457830,764";"1797705,437";"1359867,592";"4300553,84";"5105929,914";"4424064,105";"4252655,656";"1235513,603";"36457,675";"963516,963";"28340,588";"7721,863";"0";"1,104";"2263206,838";"2271551,796";"4753036,283";"31695,595";"3274057,098";"4455759,7";"250263,46";"4706023,16";"352893,631";"2217128,827";"1405686,95";"3622815,777";"14693,055";"177902,089";"49913,707";"362191,188";"604700,039";"246957,495";"98977,113";"73041,921";"1023676,568";"259871,853";"120022,245";"8,274";"379902,372";"5030879,906";"4485,189";"5072990,553";"145312,22";"264192,326";"5482495,099";"2271551,796";"1467042,972";"352893,631";"5835388,73";"196759,746";"5,567";"47460,554";"2731,628";"419423,39";"45819,358"
"2015-09";"49542,124";"2380141,829";"0,811";"181,4";"463892,284";"210620,565";"247984,618";"119853,399";"25513";"395409,037";"1463454,303";"1451911,404";"1570230,77";"1148542,567";"4388287,748";"5290083,67";"4541386,452";"4204122,963";"1004506,7";"21869,797";"1311118,86";"20257,21";"2335,401";"0";"212,792";"2353707,326";"2360300,76";"4873119,991";"35396,875";"3274057,098";"4576783,327";"246794,54";"4823577,867";"416963,679";"1949572,315";"1189836,969";"3139409,284";"156249,478";"163663,059";"44292,073";"518911,946";"883116,556";"261699,123";"94856,601";"69939,404";"1309611,684";"536140,774";"76378,733";"7,037";"612526,544";"5064772,261";"3224,749";"5133926,551";"151668,147";"259060,341";"5544655,039";"2360300,76";"1463454,303";"416963,679";"5961618,718";"211221,013";"5,43";"47877,191";"2595,489";"379341,545";"41294,402"
"2015-10";"74892,928";"2011310,098";"0,989";"2995,5";"561025,447";"265361,196";"239220,524";"146688,248";"25941,5";"417289,242";"1658521,657";"1637117,328";"1689397,416";"1218118,62";"4960409,754";"5562582,029";"4856733,327";"3895522,495";"936206,7";"14631,617";"1260584,903";"24727,096";"1442,756";"0,3";"6210,458";"2239289,603";"2243803,83";"5237753,201";"33099,251";"3274057,098";"4889832,578";"273027,695";"5162860,273";"324828,828";"2114821,328";"1263905,415";"3378726,743";"379716,447";"169115,137";"57599,66";"856946,479";"1463377,723";"265718,212";"85299,71";"73548,895";"1887944,54";"343815,859";"57148,462";"6,676";"400970,997";"5670945,845";"3303,565";"5467122,813";"175478,395";"288797,982";"5931399,19";"2243803,83";"1658521,657";"324828,828";"6256228,018";"213164,508";"5,517";"49891,356";"2656,831";"425423,912";"45786,795"
"2015-11";"76865,967";"1793917,249";"0,786";"0";"593791,631";"187422,957";"215219,994";"150118,423";"23212,6";"411269,494";"1581035,099";"1558985,617";"1196463,096";"860118,76";"4428526,52";"5793079,963";"4943575,919";"3585361,262";"1007179";"49582,814";"1833064,704";"36500,552";"761,437";"0";"2443,057";"2923539,06";"2929531,564";"5332923,149";"31321,37";"3274057,098";"4974897,289";"281159,893";"5256057,182";"460156,814";"1468351,564";"888867,826";"2357219,39";"353802,274";"182553,324";"54595,786";"1217229,249";"1808180,633";"269740,559";"102193,901";"65591,959";"2245707,052";"494882,256";"49292,517";"1,333";"544176,106";"5149542,677";"2440,129";"5568336,73";"175524,259";"294021,339";"6037882,328";"2929531,564";"1581035,099";"460156,814";"6498039,142";"217565,331";"6,659";"49487,645";"2680,924";"271888,468";"28749,066"
"2015-12";"76384,799";"1645147,914";"0,795";"0";"632361,649";"170633,46";"178906,228";"114210,379";"26054,7";"522016,556";"1644182,972";"1622411,917";"1244880,588";"768403,448";"4155233,829";"6080480,006";"5131263,106";"3218540,361";"1327441,7";"36583,132";"2117525,869";"64614,38";"5924,076";"0";"476,741";"3547658,094";"3552565,898";"5544620,66";"31407,805";"3274057,098";"5162670,911";"305564,95";"5468235,861";"535859,346";"1489893,354";"794144,397";"2284037,751";"332972,796";"185146,845";"104445,595";"1186818,294";"1809383,53";"268438,865";"114248,927";"82627,803";"2274699,125";"266192,362";"41661,196";"0,266";"307853,824";"4871015,849";"4425,149";"5743769,119";"179793,166";"319977,144";"6243539,429";"3552565,898";"1644182,972";"535859,346";"6779398,775";"213550,71";"11,58";"52182,654";"2693,921";"245012,766";"25740,949"
"2016-01";"84291,037";"1402934,907";"0,809";"0,9";"575803,531";"171279,257";"206808,136";"84002,355";"25694,4";"403677,373";"1467265,952";"1444671,175";"1215896,734";"811042,552";"4303657,503";"6385072,407";"5454219,459";"2753802,183";"1333616,1";"55821,274";"2092119,797";"37017,202";"11998,232";"0";"1148,677";"3526086,079";"3531721,282";"5892753,519";"32915,876";"3277784,2";"5487135,334";"321327,147";"5808462,482";"492318,888";"1418116,306";"831384,194";"2249500,5";"345803,275";"173795,328";"104691,277";"1209254,935";"1833544,815";"277562,547";"116105,443";"90743,525";"2317956,33";"382688,731";"40002,608";"0,378";"422691,717";"4997102,529";"6953,982";"6046377,209";"187214,427";"335647,335";"6569238,971";"3531721,282";"1467265,952";"492318,888";"7061557,859";"222603,984";"7,337";"52037,194";"2914,032";"202219,572";"20341,642"
